split,pole,seed,tick,p_blue,p_red_r4,p_red_r6,p_red_r8,p_red_r10
calibration,A,99900106,148,3,0,0,0,0
calibration,A,99900106,149,3,0,0,0,0
calibration,A,99900106,150,3,0,0,0,0
calibration,A,99900106,151,3,0,0,0,0
calibration,A,99900106,152,3,0,0,0,0
calibration,A,99900106,153,2,0,0,0,0
calibration,A,99900106,154,2,0,0,0,0
calibration,A,99900106,155,2,0,0,0,0
calibration,A,99900106,156,2,0,0,0,0
calibration,A,99900106,157,2,0,0,0,0
calibration,A,99900106,158,2,0,0,0,0
calibration,A,99900106,159,2,0,0,0,0
calibration,A,99900106,160,2,0,0,0,0
calibration,A,99900106,161,2,0,0,0,0
calibration,A,99900106,162,2,0,0,0,0
calibration,A,99900106,163,2,0,0,0,0
calibration,A,99900106,164,2,0,0,0,0
calibration,A,99900106,165,2,0,0,0,0
calibration,A,99900106,166,2,0,0,0,0
calibration,A,99900106,167,2,0,0,0,0
calibration,A,99900106,168,1,0,0,0,0
calibration,A,99900106,169,1,0,0,0,0
calibration,A,99900106,170,1,0,0,0,0
calibration,A,99900106,171,1,0,0,0,1
calibration,A,99900106,172,1,0,0,0,1
calibration,A,99900106,173,1,0,0,0,1
calibration,A,99900106,174,1,0,0,1,1
calibration,A,99900106,175,1,0,0,1,1
calibration,A,99900106,176,1,0,1,1,1
calibration,A,99900106,177,1,0,0,1,1
calibration,A,99900106,178,1,0,0,1,2
calibration,A,99900106,179,0,0,0,0,2
calibration,A,99900106,180,0,1,1,1,4
calibration,A,99900106,181,0,1,1,1,4
calibration,A,99900106,182,0,1,1,1,4
calibration,A,99900106,183,0,1,1,2,3
calibration,A,99900106,184,0,1,1,2,3
calibration,A,99900106,185,0,1,1,2,3
calibration,A,99900106,186,1,0,2,2,3
calibration,A,99900106,187,1,0,2,2,2
calibration,A,99900106,188,0,1,1,2,2
calibration,A,99900106,189,0,0,1,2,3
calibration,A,99900106,190,0,0,1,2,4
calibration,A,99900106,191,0,0,0,2,4
calibration,A,99900106,192,0,0,0,2,4
calibration,A,99900106,193,0,0,1,2,4
calibration,A,99900106,194,0,0,1,2,4
calibration,A,99900106,195,0,1,2,2,4
calibration,A,99900106,196,0,2,2,3,4
calibration,A,99900106,197,0,2,2,2,3
calibration,A,99900106,198,0,2,2,2,4
calibration,A,99900106,199,0,2,2,2,4
calibration,A,99900106,200,0,2,2,3,4
calibration,A,99900106,201,0,1,2,3,4
calibration,A,99900106,202,0,1,3,3,4
calibration,A,99900106,203,0,0,2,3,4
calibration,A,99900106,204,0,1,2,3,4
calibration,A,99900106,205,0,1,2,2,4
calibration,A,99900106,206,0,1,2,2,4
calibration,A,99900106,207,0,1,1,2,4
calibration,A,99900106,208,0,1,1,2,3
calibration,A,99900106,209,0,1,1,1,3
calibration,A,99900106,210,0,0,1,1,3
calibration,A,99900106,211,0,0,1,2,4
calibration,A,99900106,212,0,0,0,2,4
calibration,A,99900106,213,0,0,1,3,4
calibration,A,99900106,214,0,0,1,2,4
calibration,A,99900106,215,0,1,2,2,4
calibration,A,99900106,216,0,1,2,2,4
calibration,A,99900106,217,0,2,2,3,4
calibration,A,99900106,218,0,2,3,4,4
calibration,A,99900106,219,0,3,4,4,4
calibration,A,99900106,220,0,4,4,4,4
calibration,A,99900106,221,0,1,4,4,4
calibration,A,99900106,222,0,1,4,4,4
calibration,A,99900106,223,0,1,3,4,4
calibration,A,99900106,224,0,0,3,4,4
calibration,A,99900106,225,0,0,2,4,4
calibration,A,99900106,226,0,0,1,3,4
calibration,A,99900106,227,0,1,1,3,4
calibration,A,99900106,228,0,1,1,2,4
calibration,A,99900106,229,0,1,1,1,4
calibration,A,99900106,230,0,0,1,2,4
calibration,A,99900106,231,0,0,1,2,4
calibration,A,99900106,232,0,0,0,2,4
calibration,A,99900106,233,0,0,1,2,4
calibration,A,99900106,234,0,0,1,1,4
calibration,A,99900106,235,0,1,1,1,4
calibration,A,99900106,236,0,1,1,1,4
calibration,A,99900106,237,0,1,1,1,3
calibration,A,99900106,238,0,1,1,3,4
calibration,A,99900106,239,0,1,1,2,4
calibration,A,99900107,0,0,2,2,3,4
calibration,A,99900107,1,0,2,2,3,4
calibration,A,99900107,2,0,1,2,3,4
calibration,A,99900107,3,0,1,2,3,4
calibration,A,99900107,4,0,0,2,3,4
calibration,A,99900107,5,0,0,1,2,4
calibration,A,99900107,6,0,0,0,3,4
calibration,A,99900107,7,0,0,0,2,4
calibration,A,99900107,8,0,0,0,2,3
calibration,A,99900107,9,0,0,1,2,3
calibration,A,99900107,10,0,0,2,2,3
calibration,A,99900107,11,0,2,2,3,4
calibration,A,99900107,12,0,2,2,3,4
calibration,A,99900107,13,0,2,3,3,4
calibration,A,99900107,14,0,2,3,4,4
calibration,A,99900107,15,0,3,3,4,4
calibration,A,99900107,16,0,2,4,4,4
calibration,A,99900107,17,0,1,4,4,4
calibration,A,99900107,18,0,0,2,4,4
calibration,A,99900107,19,0,0,1,4,4
calibration,A,99900107,20,0,1,2,4,4
calibration,A,99900107,21,0,0,2,3,4
calibration,A,99900107,22,0,0,2,3,4
calibration,A,99900107,23,0,0,2,3,4
calibration,A,99900107,24,0,0,2,3,3
calibration,A,99900107,25,1,1,1,2,3
calibration,A,99900107,26,1,1,1,2,3
calibration,A,99900107,27,0,1,1,1,3
calibration,A,99900107,28,0,1,1,1,3
calibration,A,99900107,29,0,1,1,2,3
calibration,A,99900107,30,0,1,1,2,3
calibration,A,99900107,31,1,0,2,3,3
calibration,A,99900107,32,1,0,2,3,3
calibration,A,99900107,33,1,1,2,3,3
calibration,A,99900107,34,1,1,2,3,3
calibration,A,99900107,35,1,2,2,2,3
calibration,A,99900107,36,1,2,2,2,3
calibration,A,99900107,37,1,2,2,2,2
calibration,A,99900107,38,0,2,2,2,2
calibration,A,99900107,39,0,1,2,2,3
calibration,A,99900107,40,0,1,2,2,3
calibration,A,99900107,41,1,0,1,3,3
calibration,A,99900107,42,1,0,1,3,3
calibration,A,99900107,43,1,0,1,2,3
calibration,A,99900107,44,1,1,1,2,3
calibration,A,99900107,45,1,1,1,3,3
calibration,A,99900107,46,1,1,1,3,3
calibration,A,99900107,47,1,1,2,3,4
calibration,A,99900107,48,1,1,2,3,4
calibration,A,99900107,49,1,0,3,4,4
calibration,A,99900107,50,1,0,3,4,4
calibration,A,99900107,51,2,0,1,4,4
calibration,A,99900107,52,3,0,1,4,4
calibration,A,99900107,53,3,0,1,4,4
calibration,A,99900107,54,3,0,0,1,4
calibration,A,99900107,55,3,0,0,0,4
calibration,A,99900107,56,3,0,0,0,0
calibration,A,99900107,57,3,0,0,0,0
calibration,A,99900107,58,2,0,0,0,0
calibration,A,99900107,59,1,0,0,0,0
calibration,A,99900107,60,1,0,0,0,0
calibration,A,99900107,61,1,0,0,0,0
calibration,A,99900107,62,1,0,0,0,0
calibration,A,99900107,63,1,0,0,0,0
calibration,A,99900107,64,1,0,0,0,0
calibration,A,99900107,65,1,0,0,0,0
calibration,A,99900107,66,1,0,0,0,0
calibration,A,99900107,67,1,0,0,0,0
calibration,A,99900107,68,1,0,0,0,0
calibration,A,99900107,69,1,0,0,0,0
calibration,A,99900107,70,1,0,0,0,0
calibration,A,99900107,71,1,0,0,0,0
calibration,A,99900107,72,1,0,0,0,1
calibration,A,99900107,73,1,0,0,0,1
calibration,A,99900107,74,1,0,0,1,2
calibration,A,99900107,75,1,0,0,1,2
calibration,A,99900107,76,1,0,1,2,2
calibration,A,99900107,77,1,0,1,2,2
calibration,A,99900107,78,1,1,2,2,2
calibration,A,99900107,79,1,1,2,2,2
calibration,A,99900107,80,1,2,2,2,2
calibration,A,99900107,81,1,2,2,2,2
calibration,A,99900107,82,1,2,2,2,2
calibration,A,99900107,83,1,2,2,2,2
calibration,A,99900107,84,1,1,2,2,2
calibration,A,99900107,85,1,1,2,2,2
calibration,A,99900107,86,1,1,1,2,3
calibration,A,99900107,87,1,1,1,2,3
calibration,A,99900107,88,1,0,1,2,3
calibration,A,99900107,89,1,0,1,2,3
calibration,A,99900107,90,1,0,1,2,2
calibration,A,99900107,91,2,0,1,2,2
calibration,A,99900107,92,2,1,1,1,2
calibration,A,99900107,93,2,1,1,1,2
calibration,A,99900107,94,2,1,1,1,1
calibration,A,99900107,95,2,1,1,1,1
calibration,A,99900107,96,3,1,1,1,1
calibration,A,99900107,97,2,1,1,1,1
calibration,A,99900107,98,2,1,1,1,1
calibration,A,99900107,99,1,1,1,1,1
calibration,A,99900107,100,1,1,1,1,1
calibration,A,99900107,101,1,1,1,1,1
calibration,A,99900107,102,1,1,1,1,1
calibration,A,99900107,103,1,1,1,1,1
calibration,A,99900107,104,1,1,1,1,1
calibration,A,99900107,105,1,0,1,1,1
calibration,A,99900107,106,1,0,1,1,1
calibration,A,99900107,107,1,0,0,1,1
calibration,A,99900107,108,1,0,0,1,1
calibration,A,99900107,109,1,0,0,0,1
calibration,A,99900107,110,1,0,0,0,1
calibration,A,99900107,111,1,0,0,0,0
calibration,A,99900107,112,1,0,0,0,0
calibration,A,99900107,113,2,0,0,0,0
calibration,A,99900107,114,2,0,0,0,0
calibration,A,99900107,115,2,0,0,0,0
calibration,A,99900107,116,2,0,0,0,0
calibration,A,99900107,117,1,0,0,0,0
calibration,A,99900107,118,1,0,0,0,0
calibration,A,99900107,119,1,0,0,0,1
calibration,A,99900107,120,1,0,0,0,1
calibration,A,99900107,121,1,0,0,1,1
calibration,A,99900107,122,1,0,0,1,1
calibration,A,99900107,123,1,0,1,1,1
calibration,A,99900107,124,1,0,1,1,1
calibration,A,99900107,125,1,1,1,1,1
calibration,A,99900107,126,1,1,1,1,1
calibration,A,99900107,127,1,1,1,1,1
calibration,A,99900107,128,1,1,1,1,1
calibration,A,99900107,129,1,0,1,1,1
calibration,A,99900107,130,1,0,1,1,1
calibration,A,99900107,131,1,0,0,1,1
calibration,A,99900107,132,1,0,0,1,1
calibration,A,99900107,133,1,0,0,0,1
calibration,A,99900107,134,1,0,0,0,1
calibration,A,99900107,135,1,0,0,0,0
calibration,A,99900107,136,2,0,0,0,1
calibration,A,99900107,137,2,0,0,0,1
calibration,A,99900107,138,2,0,0,1,2
calibration,A,99900107,139,2,0,0,1,2
calibration,A,99900107,140,2,0,1,1,2
calibration,A,99900107,141,2,0,1,1,1
calibration,A,99900107,142,3,1,1,1,1
calibration,A,99900107,143,3,1,1,1,1
calibration,A,99900107,144,3,1,1,1,1
calibration,A,99900107,145,3,1,1,1,1
calibration,A,99900107,146,3,1,1,1,1
calibration,A,99900107,147,3,1,1,1,1
calibration,A,99900107,148,3,1,1,1,1
calibration,A,99900107,149,3,1,1,1,1
calibration,A,99900107,150,3,0,1,1,1
calibration,A,99900107,151,3,0,1,1,1
calibration,A,99900107,152,3,0,0,1,1
calibration,A,99900107,153,3,0,0,1,1
calibration,A,99900107,154,3,0,0,0,1
calibration,A,99900107,155,3,0,0,0,1
calibration,A,99900107,156,3,0,0,0,0
calibration,A,99900107,157,3,0,0,0,0
calibration,A,99900107,158,4,0,0,0,0
calibration,A,99900107,159,4,0,0,0,0
calibration,A,99900107,160,4,0,0,0,0
calibration,A,99900107,161,4,0,0,0,0
calibration,A,99900107,162,4,0,0,0,0
calibration,A,99900107,163,4,0,0,0,0
calibration,A,99900107,164,4,0,0,0,0
calibration,A,99900107,165,4,0,0,0,0
calibration,A,99900107,166,4,0,0,0,0
calibration,A,99900107,167,4,0,0,0,0
calibration,A,99900107,168,4,0,0,0,0
calibration,A,99900107,169,4,0,0,0,0
calibration,A,99900107,170,4,0,0,0,0
calibration,A,99900107,171,4,0,0,0,0
calibration,A,99900107,172,4,0,0,0,0
calibration,A,99900107,173,4,0,0,0,0
calibration,A,99900107,174,4,0,0,0,0
calibration,A,99900107,175,4,0,0,0,0
calibration,A,99900107,176,4,0,0,0,0
calibration,A,99900107,177,4,0,0,0,0
calibration,A,99900107,178,4,0,0,0,0
calibration,A,99900107,179,4,0,0,0,0
calibration,A,99900107,180,4,0,0,0,0
calibration,A,99900107,181,4,0,0,0,0
calibration,A,99900107,182,4,0,0,0,0
calibration,A,99900107,183,4,0,0,0,0
calibration,A,99900107,184,4,0,0,0,0
calibration,A,99900107,185,2,0,0,0,0
calibration,A,99900107,186,2,0,0,0,1
calibration,A,99900107,187,2,0,0,0,2
calibration,A,99900107,188,2,0,0,1,2
calibration,A,99900107,189,2,0,0,2,2
calibration,A,99900107,190,2,0,1,2,2
calibration,A,99900107,191,2,0,1,2,2
calibration,A,99900107,192,2,1,1,2,2
calibration,A,99900107,193,2,1,1,1,2
calibration,A,99900107,194,2,1,1,1,2
calibration,A,99900107,195,3,1,1,1,1
calibration,A,99900107,196,3,0,1,1,1
calibration,A,99900107,197,3,0,1,1,1
calibration,A,99900107,198,3,0,0,1,1
calibration,A,99900107,199,3,0,0,1,1
calibration,A,99900107,200,3,0,0,0,1
calibration,A,99900107,201,3,0,0,0,1
calibration,A,99900107,202,4,0,0,0,0
calibration,A,99900107,203,4,0,0,0,0
calibration,A,99900107,204,4,0,0,0,0
calibration,A,99900107,205,4,0,0,0,0
calibration,A,99900107,206,4,0,0,0,0
calibration,A,99900107,207,4,0,0,0,0
calibration,A,99900107,208,3,0,0,0,0
calibration,A,99900107,209,3,0,0,0,0
calibration,A,99900107,210,3,0,0,0,1
calibration,A,99900107,211,3,0,0,0,1
calibration,A,99900107,212,3,0,0,1,1
calibration,A,99900107,213,3,0,0,1,1
calibration,A,99900107,214,3,0,0,1,1
calibration,A,99900107,215,3,0,0,1,1
calibration,A,99900107,216,3,0,0,0,1
calibration,A,99900107,217,3,0,0,0,1
calibration,A,99900107,218,3,0,0,0,1
calibration,A,99900107,219,3,0,0,0,0
calibration,A,99900107,220,4,0,0,0,0
calibration,A,99900107,221,4,0,0,0,0
calibration,A,99900107,222,4,0,0,0,0
calibration,A,99900107,223,4,0,0,0,0
calibration,A,99900107,224,4,0,0,0,0
calibration,A,99900107,225,4,0,0,0,0
calibration,A,99900107,226,4,0,0,0,0
calibration,A,99900107,227,4,0,0,0,0
calibration,A,99900107,228,3,0,0,0,0
calibration,A,99900107,229,3,0,0,0,1
calibration,A,99900107,230,3,0,0,0,1
calibration,A,99900107,231,3,0,0,1,1
calibration,A,99900107,232,3,0,0,1,1
calibration,A,99900107,233,3,0,1,1,1
calibration,A,99900107,234,3,0,1,1,1
calibration,A,99900107,235,3,1,1,1,1
calibration,A,99900107,236,3,1,1,1,1
calibration,A,99900107,237,3,0,1,1,1
calibration,A,99900107,238,3,0,1,1,1
calibration,A,99900107,239,3,0,0,1,1
calibration,A,99900108,0,0,1,1,2,4
calibration,A,99900108,1,0,1,1,3,4
calibration,A,99900108,2,0,1,1,3,4
calibration,A,99900108,3,0,1,1,4,4
calibration,A,99900108,4,0,0,2,3,4
calibration,A,99900108,5,0,0,2,3,4
calibration,A,99900108,6,0,0,2,3,4
calibration,A,99900108,7,0,0,2,3,4
calibration,A,99900108,8,0,0,2,2,3
calibration,A,99900108,9,0,0,2,2,3
calibration,A,99900108,10,0,0,2,2,3
calibration,A,99900108,11,0,0,2,3,3
calibration,A,99900108,12,0,0,2,3,4
calibration,A,99900108,13,0,0,2,3,4
calibration,A,99900108,14,0,0,3,4,4
calibration,A,99900108,15,0,3,4,4,4
calibration,A,99900108,16,0,3,4,4,4
calibration,A,99900108,17,0,3,4,4,4
calibration,A,99900108,18,0,4,4,4,4
calibration,A,99900108,19,0,4,4,4,4
calibration,A,99900108,20,0,2,4,4,4
calibration,A,99900108,21,0,0,4,4,4
calibration,A,99900108,22,0,0,2,4,4
calibration,A,99900108,23,0,0,3,4,4
calibration,A,99900108,24,0,0,3,3,4
calibration,A,99900108,25,0,2,2,3,4
calibration,A,99900108,26,0,1,2,4,4
calibration,A,99900108,27,0,0,2,3,4
calibration,A,99900108,28,0,0,2,3,4
calibration,A,99900108,29,0,0,1,3,3
calibration,A,99900108,30,0,1,1,2,3
calibration,A,99900108,31,0,1,1,1,4
calibration,A,99900108,32,0,1,1,2,3
calibration,A,99900108,33,1,1,1,2,2
calibration,A,99900108,34,1,1,2,2,2
calibration,A,99900108,35,2,0,2,2,2
calibration,A,99900108,36,2,1,2,2,2
calibration,A,99900108,37,2,1,1,2,2
calibration,A,99900108,38,2,1,1,2,2
calibration,A,99900108,39,2,1,1,1,2
calibration,A,99900108,40,3,1,1,1,2
calibration,A,99900108,41,3,1,1,1,1
calibration,A,99900108,42,3,0,1,1,1
calibration,A,99900108,43,3,0,1,1,1
calibration,A,99900108,44,3,0,0,1,2
calibration,A,99900108,45,4,0,0,1,3
calibration,A,99900108,46,4,0,0,0,4
calibration,A,99900108,47,4,0,0,2,4
calibration,A,99900108,48,4,0,0,2,4
calibration,A,99900108,49,4,0,2,3,4
calibration,A,99900108,50,4,0,2,3,4
calibration,A,99900108,51,3,1,3,3,4
calibration,A,99900108,52,2,2,2,3,4
calibration,A,99900108,53,2,2,2,3,4
calibration,A,99900108,54,2,2,2,3,4
calibration,A,99900108,55,2,2,2,3,4
calibration,A,99900108,56,2,2,3,3,4
calibration,A,99900108,57,0,2,3,3,4
calibration,A,99900108,58,0,1,3,3,4
calibration,A,99900108,59,0,1,3,3,3
calibration,A,99900108,60,0,1,2,3,3
calibration,A,99900108,61,0,1,2,3,3
calibration,A,99900108,62,0,1,2,2,3
calibration,A,99900108,63,0,1,2,2,3
calibration,A,99900108,64,0,1,2,2,2
calibration,A,99900108,65,0,1,1,2,2
calibration,A,99900108,66,0,1,1,2,2
calibration,A,99900108,67,0,1,1,1,2
calibration,A,99900108,68,1,1,1,1,2
calibration,A,99900108,69,1,1,1,1,2
calibration,A,99900108,70,1,0,1,2,2
calibration,A,99900108,71,1,0,1,2,3
calibration,A,99900108,72,1,0,1,2,3
calibration,A,99900108,73,1,0,1,3,3
calibration,A,99900108,74,0,1,1,2,3
calibration,A,99900108,75,0,1,2,2,4
calibration,A,99900108,76,0,1,2,2,3
calibration,A,99900108,77,0,2,2,3,3
calibration,A,99900108,78,1,2,2,3,3
calibration,A,99900108,79,1,2,3,3,3
calibration,A,99900108,80,1,1,3,3,3
calibration,A,99900108,81,1,2,3,3,3
calibration,A,99900108,82,1,2,2,3,3
calibration,A,99900108,83,1,1,2,3,3
calibration,A,99900108,84,1,1,2,2,3
calibration,A,99900108,85,1,1,1,2,3
calibration,A,99900108,86,1,1,1,2,3
calibration,A,99900108,87,1,0,1,1,3
calibration,A,99900108,88,1,0,1,1,3
calibration,A,99900108,89,1,0,0,1,3
calibration,A,99900108,90,2,0,0,1,3
calibration,A,99900108,91,3,0,0,1,4
calibration,A,99900108,92,3,0,0,0,4
calibration,A,99900108,93,3,0,0,1,4
calibration,A,99900108,94,3,0,0,0,4
calibration,A,99900108,95,3,0,0,1,4
calibration,A,99900108,96,3,0,0,2,4
calibration,A,99900108,97,3,0,0,2,4
calibration,A,99900108,98,2,0,0,2,4
calibration,A,99900108,99,1,0,1,2,4
calibration,A,99900108,100,1,0,1,2,4
calibration,A,99900108,101,1,1,1,2,4
calibration,A,99900108,102,1,1,1,3,4
calibration,A,99900108,103,1,1,1,4,4
calibration,A,99900108,104,1,1,3,4,4
calibration,A,99900108,105,1,1,3,4,4
calibration,A,99900108,106,3,1,3,4,4
calibration,A,99900108,107,3,0,3,4,4
calibration,A,99900108,108,3,0,1,4,4
calibration,A,99900108,109,3,0,0,4,4
calibration,A,99900108,110,4,0,0,3,4
calibration,A,99900108,111,4,0,0,0,3
calibration,A,99900108,112,4,0,0,0,0
calibration,A,99900108,113,4,0,0,0,0
calibration,A,99900108,114,4,0,0,0,0
calibration,A,99900108,115,4,0,0,0,0
calibration,A,99900108,116,4,0,0,0,0
calibration,A,99900108,117,4,0,0,0,0
calibration,A,99900108,118,4,0,0,0,0
calibration,A,99900108,119,3,0,0,0,0
calibration,A,99900108,120,3,0,0,0,1
calibration,A,99900108,121,3,0,0,0,1
calibration,A,99900108,122,3,0,0,1,1
calibration,A,99900108,123,2,0,0,1,1
calibration,A,99900108,124,2,0,1,1,1
calibration,A,99900108,125,2,0,1,1,2
calibration,A,99900108,126,2,1,1,1,2
calibration,A,99900108,127,2,1,1,1,2
calibration,A,99900108,128,2,1,1,1,2
calibration,A,99900108,129,2,1,1,1,1
calibration,A,99900108,130,2,0,1,1,1
calibration,A,99900108,131,3,0,1,1,1
calibration,A,99900108,132,3,0,0,1,1
calibration,A,99900108,133,3,0,0,1,1
calibration,A,99900108,134,3,0,0,0,1
calibration,A,99900108,135,3,0,0,0,1
calibration,A,99900108,136,3,0,0,0,0
calibration,A,99900108,137,3,0,0,0,0
calibration,A,99900108,138,4,0,0,0,0
calibration,A,99900108,139,4,0,0,0,0
calibration,A,99900108,140,4,0,0,0,0
calibration,A,99900108,141,4,0,0,0,0
calibration,A,99900108,142,3,0,0,0,0
calibration,A,99900108,143,3,0,0,0,0
calibration,A,99900108,144,3,0,0,0,0
calibration,A,99900108,145,3,0,0,0,0
calibration,A,99900108,146,3,0,0,0,0
calibration,A,99900108,147,3,0,0,0,0
calibration,A,99900108,148,3,0,0,0,0
calibration,A,99900108,149,3,0,0,0,0
calibration,A,99900108,150,2,0,0,0,0
calibration,A,99900108,151,2,0,0,0,0
calibration,A,99900108,152,3,0,0,0,0
calibration,A,99900108,153,3,0,0,0,0
calibration,A,99900108,154,3,0,0,0,0
calibration,A,99900108,155,3,0,0,0,0
calibration,A,99900108,156,3,0,0,0,0
calibration,A,99900108,157,3,0,0,0,0
calibration,A,99900108,158,3,0,0,0,0
calibration,A,99900108,159,3,0,0,0,0
calibration,A,99900108,160,3,0,0,0,0
calibration,A,99900108,161,3,0,0,0,0
calibration,A,99900108,162,3,0,0,0,0
calibration,A,99900108,163,3,0,0,0,0
calibration,A,99900108,164,2,0,0,0,0
calibration,A,99900108,165,2,0,0,0,1
calibration,A,99900108,166,2,0,0,0,1
calibration,A,99900108,167,2,0,0,1,1
calibration,A,99900108,168,2,0,0,1,1
calibration,A,99900108,169,2,0,1,1,1
calibration,A,99900108,170,2,1,1,1,1
calibration,A,99900108,171,2,1,1,1,1
calibration,A,99900108,172,2,1,1,1,1
calibration,A,99900108,173,2,1,1,1,1
calibration,A,99900108,174,2,1,1,1,1
calibration,A,99900108,175,2,1,1,1,1
calibration,A,99900108,176,2,0,1,1,1
calibration,A,99900108,177,2,0,1,1,1
calibration,A,99900108,178,2,0,0,1,1
calibration,A,99900108,179,2,0,0,0,2
calibration,A,99900108,180,2,0,0,0,2
calibration,A,99900108,181,2,0,0,0,1
calibration,A,99900108,182,3,0,0,0,0
calibration,A,99900108,183,3,0,0,0,0
calibration,A,99900108,184,2,0,0,0,0
calibration,A,99900108,185,3,0,0,0,0
calibration,A,99900108,186,4,0,0,0,0
calibration,A,99900108,187,4,0,0,0,0
calibration,A,99900108,188,4,0,0,0,0
calibration,A,99900108,189,3,0,0,0,0
calibration,A,99900108,190,3,0,0,0,0
calibration,A,99900108,191,4,0,0,0,0
calibration,A,99900108,192,4,0,0,0,0
calibration,A,99900108,193,4,0,0,0,0
calibration,A,99900108,194,4,0,0,0,0
calibration,A,99900108,195,4,0,0,0,0
calibration,A,99900108,196,4,0,0,0,0
calibration,A,99900108,197,4,0,0,0,0
calibration,A,99900108,198,4,0,0,0,0
calibration,A,99900108,199,4,0,0,0,0
calibration,A,99900108,200,4,0,0,0,0
calibration,A,99900108,201,4,0,0,0,0
calibration,A,99900108,202,0,0,0,0,0
calibration,A,99900108,203,0,4,4,4,4
calibration,A,99900108,204,0,4,4,4,4
calibration,A,99900108,205,0,3,4,4,4
calibration,A,99900108,206,0,2,4,4,4
calibration,A,99900108,207,0,1,4,4,4
calibration,A,99900108,208,0,0,2,4,4
calibration,A,99900108,209,0,1,1,4,4
calibration,A,99900108,210,0,1,1,2,4
calibration,A,99900108,211,0,1,1,1,3
calibration,A,99900108,212,0,1,1,1,2
calibration,A,99900108,213,0,1,1,1,3
calibration,A,99900108,214,0,0,1,1,3
calibration,A,99900108,215,0,0,1,2,4
calibration,A,99900108,216,0,0,1,2,4
calibration,A,99900108,217,0,1,1,3,4
calibration,A,99900108,218,0,1,3,3,4
calibration,A,99900108,219,0,1,3,4,4
calibration,A,99900108,220,0,3,3,4,4
calibration,A,99900108,221,0,3,3,3,4
calibration,A,99900108,222,0,3,3,3,4
calibration,A,99900108,223,0,3,3,3,4
calibration,A,99900108,224,0,2,3,3,4
calibration,A,99900108,225,0,1,3,3,4
calibration,A,99900108,226,0,1,2,3,4
calibration,A,99900108,227,0,0,2,3,4
calibration,A,99900108,228,0,0,3,3,4
calibration,A,99900108,229,0,0,1,3,4
calibration,A,99900108,230,0,0,0,3,4
calibration,A,99900108,231,0,0,0,2,4
calibration,A,99900108,232,0,0,0,1,4
calibration,A,99900108,233,0,0,0,1,3
calibration,A,99900108,234,0,0,0,0,2
calibration,A,99900108,235,0,0,0,0,3
calibration,A,99900108,236,1,0,0,2,3
calibration,A,99900108,237,1,0,0,1,3
calibration,A,99900108,238,1,0,1,1,3
calibration,A,99900108,239,1,1,1,2,4
calibration,A,99900109,0,0,2,2,4,4
calibration,A,99900109,1,0,2,3,4,4
calibration,A,99900109,2,0,2,3,4,4
calibration,A,99900109,3,0,2,3,4,4
calibration,A,99900109,4,0,1,3,4,4
calibration,A,99900109,5,0,0,2,4,4
calibration,A,99900109,6,0,0,1,4,4
calibration,A,99900109,7,0,0,0,3,4
calibration,A,99900109,8,0,0,0,2,4
calibration,A,99900109,9,0,0,1,2,4
calibration,A,99900109,10,0,0,1,3,4
calibration,A,99900109,11,0,0,2,3,4
calibration,A,99900109,12,0,1,3,4,4
calibration,A,99900109,13,0,2,4,4,4
calibration,A,99900109,14,0,3,4,4,4
calibration,A,99900109,15,0,3,4,4,4
calibration,A,99900109,16,0,4,4,4,4
calibration,A,99900109,17,0,4,4,4,4
calibration,A,99900109,18,0,4,4,4,4
calibration,A,99900109,19,0,3,4,4,4
calibration,A,99900109,20,0,1,4,4,4
calibration,A,99900109,21,0,1,3,4,4
calibration,A,99900109,22,0,1,3,4,4
calibration,A,99900109,23,0,1,1,3,4
calibration,A,99900109,24,0,1,1,3,4
calibration,A,99900109,25,0,1,1,2,4
calibration,A,99900109,26,0,1,1,1,4
calibration,A,99900109,27,0,0,1,2,3
calibration,A,99900109,28,0,0,1,2,3
calibration,A,99900109,29,0,0,1,2,4
calibration,A,99900109,30,0,0,1,2,4
calibration,A,99900109,31,0,1,1,2,4
calibration,A,99900109,32,0,1,1,2,4
calibration,A,99900109,33,0,1,2,2,4
calibration,A,99900109,34,0,2,2,3,4
calibration,A,99900109,35,0,2,2,3,4
calibration,A,99900109,36,0,1,2,2,3
calibration,A,99900109,37,0,1,2,2,4
calibration,A,99900109,38,0,1,1,2,4
calibration,A,99900109,39,0,1,1,3,4
calibration,A,99900109,40,0,0,1,3,4
calibration,A,99900109,41,0,0,2,3,4
calibration,A,99900109,42,0,0,1,2,4
calibration,A,99900109,43,0,1,1,2,4
calibration,A,99900109,44,0,1,1,1,4
calibration,A,99900109,45,0,1,1,2,4
calibration,A,99900109,46,0,1,1,1,4
calibration,A,99900109,47,0,1,1,2,4
calibration,A,99900109,48,0,1,1,2,4
calibration,A,99900109,49,0,0,1,1,4
calibration,A,99900109,50,0,0,1,1,4
calibration,A,99900109,51,0,0,0,2,4
calibration,A,99900109,52,0,0,0,1,4
calibration,A,99900109,53,0,0,0,0,4
calibration,A,99900109,54,0,0,0,0,4
calibration,A,99900109,55,0,0,0,1,4
calibration,A,99900109,56,0,0,0,1,4
calibration,A,99900109,57,0,0,1,2,4
calibration,A,99900109,58,0,0,1,2,4
calibration,A,99900109,59,0,1,2,3,4
calibration,A,99900109,60,0,1,2,3,4
calibration,A,99900109,61,0,2,2,3,4
